koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,is_exoplanet
0,0,0,0,68.1609897,187.03346,0.459,5.662,295.6,1.45,405.0,6.34,25.0,5677.0,4.563,0.828,1
0,0,0,0,18.16407304,180.812425,0.021,2.9355,943.2,1.98,508.0,15.72,99.7,4926.0,4.653,0.662,1
0,0,0,0,5.71489692,170.921904,0.011,2.3572,425.9,1.33,747.0,73.38,73.0,4926.0,4.653,0.662,1
0,0,0,0,122.3858681,150.41158,0.101,7.123,711.1,1.72,269.0,1.24,46.3,4926.0,4.653,0.662,1
1,0,0,0,267.282521,589.71975,0.378,7.788,471.9,1.43,207.0,0.44,19.3,4926.0,4.653,0.662,1
0,0,0,0,12.4418003,134.6507,0.043,3.572,78.4,0.57,576.0,26.03,11.4,4926.0,4.653,0.662,1
0,1,1,1,1.274840187,169.86973,1.198,14.833,229.2,66.76,2498.0,9187.9,79.3,5365.0,3.669,2.872,0
0,0,1,0,1.368617188,169.95175,0.464,1.6235,126.9,1.84,2255.0,6108.26,44.4,6561.0,4.14,1.584,0
0,0,0,0,18.39629744,185.13946,0.872,2.7838,680.2,2.47,582.0,27.09,58.4,5316.0,4.57,0.804,1
0,0,1,0,1.012672041,170.189232,0.957,3.0512,1197.6,5.89,2337.0,7026.31,237.4,6663.0,4.275,1.338,0
0,1,0,0,28.714216138,182.608668,0.919,6.0624,43701.9,42.19,794.0,93.74,1230.7,6706.0,4.226,1.417,0
0,0,0,0,21.77568158,189.63828,0.025,7.9588,797.9,4.76,853.0,125.14,117.3,5900.0,4.022,1.694,1
0,0,0,0,41.0283424,172.57481,0.011,9.8052,541.4,3.92,691.0,53.8,66.5,5900.0,4.022,1.694,1
0,0,0,0,31.7848157,135.87105,0.015,8.8077,444.5,3.55,752.0,75.59,57.6,5900.0,4.022,1.694,1
0,0,0,0,13.17555999,143.6789,0.013,6.6677,280.0,2.82,1009.0,244.58,48.8,5900.0,4.022,1.694,1
0,0,0,0,5.66815821,131.88743,0.177,4.9064,119.7,1.85,1336.0,752.7,27.3,5900.0,4.022,1.694,1
0,0,0,0,17.40665216,171.00688,0.022,6.864,586.9,2.95,814.0,104.04,85.7,6086.0,4.274,1.216,1
0,0,0,0,7.69363627,176.5035,0.366,5.0324,295.1,2.12,1069.0,308.61,55.1,6086.0,4.274,1.216,1
0,0,0,0,21.3851584,178.78285,0.518,4.0819,663.9,2.17,574.0,25.63,67.3,5376.0,4.516,0.825,1
0,0,0,0,5.37493289,170.93379,0.228,3.9567,155.8,2.12,1413.0,942.35,49.0,6167.0,4.037,1.689,1
0,0,0,0,8.58600968,137.95984,0.728,3.3443,102.1,1.84,1208.0,503.98,23.2,6167.0,4.037,1.689,1
0,0,0,0,3.88688862,132.4955,0.035,3.683,58.3,1.29,1574.0,1448.04,20.8,6167.0,4.037,1.689,1
0,0,0,0,44.6996563,174.82144,0.472,6.2289,837.7,3.05,500.0,14.81,71.3,5497.0,4.394,1.046,1
0,0,0,0,3.619309734,135.44164,0.116,3.0504,206.6,1.47,1156.0,422.53,47.4,5497.0,4.394,1.046,1
0,0,0,0,124.5245224,254.17788,0.004,9.654,689.9,2.69,356.0,3.78,47.5,5497.0,4.394,1.046,1
0,1,1,1,2.178150857,171.2325,0.58,1.931,162.5,1.11,1282.0,636.74,37.4,5691.0,4.56,0.836,0
0,1,1,1,2.178150567,171.232233,1.228,3.5065,511.3,34.19,1796.0,2457.28,131.4,6820.0,4.328,1.254,0
0,0,0,0,4.182001885,172.789576,0.015,2.2209,847.4,2.46,974.0,213.29,160.3,5328.0,4.551,0.865,1
0,1,0,0,1.621668852,170.358337,1.194,1.7517,7662.0,32.76,1598.0,1546.28,67.8,6106.0,4.487,0.966,0
0,0,0,0,26.89316101,179.95245,0.98,2.3266,2193.2,6.78,614.0,33.54,119.6,6096.0,4.511,0.908,1
0,0,0,0,14.70749512,175.79267,0.127,3.1506,262.0,2.04,819.0,106.22,36.3,5676.0,4.247,1.28,1
0,0,0,0,0.900375925,133.11787,0.093,1.257,41.4,0.82,2078.0,4399.18,14.6,5676.0,4.247,1.28,1
0,0,0,0,4.585466941,169.86095,0.823,3.4437,383.5,3.29,1307.0,688.54,84.8,5788.0,4.16,1.495,1
0,0,0,0,22.71443351,147.29684,0.816,6.0875,575.1,4.01,766.0,81.57,74.4,5788.0,4.16,1.495,1
0,0,0,0,47.903427,141.98347,0.918,6.191,379.3,3.55,598.0,30.17,34.1,5788.0,4.16,1.495,1
0,0,0,0,9.034190783,171.015329,0.846,1.5501,577.6,1.8,586.0,27.87,82.1,4499.0,4.635,0.639,1
0,0,0,0,28.1224393,146.91763,0.516,4.174,194.3,0.9,401.0,6.13,26.9,4499.0,4.635,0.639,1
0,0,0,0,45.9029768,166.55667,0.303,5.0041,361.8,1.18,341.0,3.19,42.9,4499.0,4.635,0.639,1
0,0,0,0,4.159816554,133.78616,0.676,1.6261,160.3,0.86,759.0,78.4,35.6,4499.0,4.635,0.639,1
0,0,0,0,5.69059163,174.04885,0.573,2.557,1384.3,3.1,860.0,129.31,45.5,5244.0,4.538,0.81,1
0,0,0,0,10.04157214,137.08442,0.768,2.6577,1114.0,2.97,712.0,60.74,28.1,5244.0,4.538,0.81,1
0,0,0,0,18.36974658,131.86573,0.947,2.939,1143.3,3.58,582.0,27.14,20.1,5244.0,4.538,0.81,1
0,0,0,0,2.79590004,132.72971,0.638,2.056,383.7,1.66,1090.0,333.31,16.3,5244.0,4.538,0.81,1
0,0,0,0,13.72462702,180.64807,0.748,6.9758,281.8,2.13,831.0,112.82,50.1,5817.0,4.293,1.171,1
0,0,0,0,46.40626,192.99633,0.018,7.0281,469.1,2.66,588.0,28.23,51.2,6086.0,4.276,1.227,1
0,0,0,0,3.936993144,169.650592,0.801,1.887,1266.0,3.36,1004.0,240.16,59.3,5431.0,4.563,0.843,1
0,0,0,0,28.08185982,194.91696,0.425,4.5288,1840.3,3.63,522.0,17.52,50.8,5431.0,4.563,0.843,1
0,0,0,0,10.08881066,173.083353,0.921,1.7726,1995.9,4.71,734.0,68.62,51.4,5431.0,4.563,0.843,1
0,0,1,0,6.97106919,174.70305,0.044,3.9125,452.8,2.07,946.0,189.16,41.7,5871.0,4.493,0.983,0
0,1,0,0,7.30497811,169.64592,0.932,4.5414,10930.0,10.86,760.0,78.87,69.6,5247.0,4.609,0.744,0
0,0,0,0,5.115750935,173.26599,1.475,2.5378,1055.8,60.74,1202.0,493.38,51.8,6398.0,4.411,1.101,1
0,0,1,1,1.213745575,170.582782,1.246,5.5835,2012.2,21.69,1246.0,572.53,213.7,4820.0,4.606,0.661,0
0,0,0,0,7.189379172,170.117783,0.908,2.0351,8126.4,11.94,1026.0,261.94,288.5,6214.0,4.442,1.076,1
0,0,1,0,1.423799421,169.67436,0.501,1.4866,2008.4,4.69,1659.0,1791.61,125.3,5962.0,4.464,1.019,0
0,0,0,0,14.78767172,176.79399,0.021,6.1191,781.8,3.46,827.0,110.42,39.4,5814.0,4.269,1.248,1
0,0,0,0,9.84824649,138.38845,0.55,5.7471,436.7,2.68,947.0,189.82,25.3,5814.0,4.269,1.248,1
0,0,0,0,19.7243672,135.05923,0.898,7.202,577.9,3.57,751.0,75.23,26.0,5814.0,4.269,1.248,1
0,0,0,0,7.38443269,137.47412,0.594,5.7351,349.8,2.42,1042.0,278.67,23.7,5814.0,4.269,1.248,1
0,1,1,1,7.06115081,169.86425,2.824,3.547,1526.9,171.85,886.0,145.61,60.4,5795.0,4.554,0.848,0
0,0,0,0,1.260258822,170.408984,0.791,1.8594,1130.7,3.57,1569.0,1435.82,128.2,5550.0,4.5,0.954,1
0,0,0,0,3.29534567,132.48799,0.729,1.902,141.9,1.23,1139.0,397.37,10.4,5550.0,4.5,0.954,1
0,0,0,0,5.25449393,132.55624,0.837,3.078,169.0,1.41,975.0,213.25,12.6,5550.0,4.5,0.954,1
0,0,0,0,5.924993927,169.71629,0.848,2.8874,1608.1,3.15,758.0,77.91,68.5,5016.0,4.641,0.679,1
0,0,0,0,11.34934848,134.31805,0.398,3.1101,1249.8,2.39,610.0,32.75,41.7,5016.0,4.641,0.679,1
0,0,0,0,3.13295351,135.67494,0.135,2.2207,435.2,1.39,937.0,181.84,23.9,5016.0,4.641,0.679,1
0,0,0,0,18.64349986,141.62687,0.774,1.8491,813.4,2.14,517.0,16.91,16.1,5016.0,4.641,0.679,1
0,0,0,0,24.5434566,187.92215,0.042,7.2518,1151.3,3.08,616.0,34.07,64.5,5955.0,4.52,0.91,1
0,0,0,0,70.2780911,151.32941,0.07,2.466,781.6,2.54,434.0,8.38,14.9,5955.0,4.52,0.91,1
0,0,0,0,22.34213536,171.55939,0.973,6.461,2264.4,5.19,526.0,18.14,51.9,5237.0,4.568,0.707,1
0,0,0,0,18.79418506,177.79426,0.356,3.2906,1529.0,2.33,412.0,6.79,40.2,4126.0,4.668,0.602,1
0,0,0,0,6.73893544,135.28218,0.043,2.813,601.3,1.44,579.0,26.64,24.2,4126.0,4.668,0.602,1
0,1,0,0,14.49839316,182.679596,0.91,3.7343,3271.1,5.16,607.0,32.22,125.6,5268.0,4.602,0.735,0
0,0,0,0,10.3392408,170.38549,0.15,3.075,1184.6,2.98,777.0,86.46,51.4,5730.0,4.545,0.87,1
0,0,0,0,13.28689997,172.11932,0.017,3.2825,1039.6,2.78,715.0,61.8,41.3,5730.0,4.545,0.87,1
0,0,0,0,1.287076693,169.815491,0.003,1.4942,729.4,1.39,871.0,135.97,65.2,3736.0,4.724,0.525,1
0,0,0,0,17.6717714,186.3704,0.86,3.4202,918.6,2.44,513.0,16.38,36.2,4869.0,4.636,0.687,1
0,1,0,0,23.355341391,169.8339432,0.842,4.60672,38524.0,21.55,601.0,30.96,1144.3,5754.0,4.534,0.905,0
0,1,0,0,11.521446064,170.839688,2.483,3.6399,17984.3,150.51,753.0,75.88,622.1,5795.0,4.554,0.848,0
0,1,0,0,19.40393776,172.484253,0.804,12.2155,8918.7,7.18,523.0,17.69,214.7,5043.0,4.591,0.68,0
0,1,0,0,19.221388942,184.5521637,1.065,4.79843,74284.0,49.29,698.0,55.97,2317.0,6117.0,4.496,0.947,0
0,0,1,1,2.03746414,131.54567,0.008,2.895,138.8,1.12,1474.0,1118.26,14.1,6117.0,4.496,0.947,0
0,1,0,0,16.46983774,180.881761,0.292,9.4378,10478.9,7.94,595.0,29.61,303.4,5152.0,4.517,0.786,0
0,0,0,0,9.27358173,173.258155,0.387,3.2875,1288.3,2.47,649.0,41.85,87.2,4856.0,4.583,0.696,1
0,0,0,0,6.02930329,171.602959,0.258,1.5821,1912.7,2.85,678.0,50.04,65.4,4537.0,4.648,0.672,1
0,1,1,1,2.696370652,170.73769,0.044,3.6129,397.9,1.58,1066.0,305.34,48.2,4989.0,4.504,0.819,0
0,0,0,0,5.349553819,171.80694,0.092,3.0278,831.0,2.55,919.0,168.99,60.6,5185.0,4.44,0.91,1
0,0,0,0,3.94105221,136.08662,0.226,2.5984,363.3,1.7,1018.0,253.15,28.9,5185.0,4.44,0.91,1
0,0,0,0,8.10904807,132.8031,0.025,3.596,217.4,1.3,800.0,97.03,14.1,5185.0,4.44,0.91,1
0,0,0,0,21.67699193,171.53594,0.896,3.4555,857.2,2.95,530.0,18.64,34.3,4954.0,4.5,0.828,1
0,0,0,0,5.04413987,132.51986,0.727,1.623,172.0,1.18,862.0,130.09,10.2,4954.0,4.5,0.828,1
0,0,0,0,14.516741,138.83799,0.851,2.706,227.2,1.45,606.0,31.8,10.1,4954.0,4.5,0.828,1
0,0,0,0,4.99677968,171.74208,0.71,2.1717,934.7,2.78,917.0,166.95,28.2,5339.0,4.552,0.847,1
0,0,0,0,9.48803557,170.53875,0.146,2.9575,615.8,2.26,793.0,93.59,35.8,5455.0,4.467,0.927,1
0,0,0,0,54.4183827,162.51384,0.586,4.507,874.8,2.83,443.0,9.11,25.8,5455.0,4.467,0.927,1
0,1,0,0,19.89913995,175.850252,0.969,1.7822,10829.0,14.6,638.0,39.3,76.3,5853.0,4.544,0.868,0
0,1,0,0,1.736952453,170.307565,1.276,2.40641,8079.2,33.46,1395.0,891.96,505.6,5805.0,4.564,0.791,0
0,0,0,0,2.525591777,171.59555,0.701,1.6545,603.3,2.75,1406.0,926.16,40.9,6031.0,4.438,1.046,1
0,0,0,0,11.09432054,171.20116,0.538,4.5945,1517.5,3.9,835.0,114.81,66.5,6046.0,4.486,0.972,1
0,0,0,0,4.13443512,172.97937,0.762,3.1402,686.0,2.77,1160.0,427.65,40.2,6046.0,4.486,0.972,1
0,0,0,0,2.56658897,179.55437,0.755,2.429,226.5,1.59,1360.0,807.74,15.0,6046.0,4.486,0.972,1
0,0,0,0,16.06864674,173.621937,0.052,3.5347,4914.3,5.76,600.0,30.75,161.9,5031.0,4.485,0.848,1
0,0,0,0,41.19725502,165.00404,0.045,4.6297,2213.9,3.86,439.0,8.76,51.2,5031.0,4.485,0.848,1
0,0,0,0,6.252962249,171.30126,0.105,2.5819,1036.9,2.65,823.0,108.3,47.1,5031.0,4.485,0.848,1
0,0,0,0,16.01308419,176.3608,0.799,3.2554,1121.9,3.1,593.0,29.31,33.2,5015.0,4.499,0.826,1
0,0,0,0,32.62876672,194.1019,0.021,4.7971,1804.8,3.36,506.0,15.55,80.0,5586.0,4.56,0.798,1
0,0,0,0,91.7732862,193.8378,0.606,6.473,652.0,2.12,359.0,3.92,19.1,5586.0,4.56,0.798,1
0,0,0,0,4.959319244,172.2585292,0.831,2.22739,9802.0,12.21,1103.0,349.4,696.5,5712.0,4.359,1.082,1
0,1,1,0,2.701287801,170.69579,1.016,3.3827,860.4,6.54,1222.0,527.81,48.3,5550.0,4.468,0.91,0
0,0,0,0,4.49876511,171.34905,0.312,3.7362,460.0,2.1,1133.0,389.62,29.5,6075.0,4.486,0.969,1
0,1,0,0,19.651209505,179.401981,0.723,5.2514,11766.3,12.42,730.0,67.03,513.4,6074.0,4.391,1.063,0
0,0,0,0,41.43958662,208.93203,0.355,10.5989,2793.1,5.5,516.0,16.72,141.1,5468.0,4.367,1.046,1
0,0,0,0,8.35389523,171.63257,0.023,2.2514,1041.6,2.52,790.0,91.9,43.4,5592.0,4.582,0.787,1
0,0,0,0,4.125543472,169.752585,0.597,3.1744,1487.3,4.43,1243.0,565.35,128.6,6174.0,4.417,1.103,1
0,0,0,0,2.816504904,170.9676846,0.105,2.50587,16813.7,12.21,1219.0,521.13,1406.8,5532.0,4.452,0.955,1
0,1,1,0,33.93373447,186.67608,0.812,14.561,8503.7,7.34,430.0,8.11,236.1,5040.0,4.628,0.705,0
0,0,0,0,4.280963604,171.89659,0.424,2.875,750.8,2.3,1012.0,247.87,61.8,5644.0,4.564,0.831,1
0,0,1,0,1.50635409,170.998064,0.86,1.5155,2211.7,4.53,1452.0,1054.12,181.1,5714.0,4.563,0.831,0
1,0,0,0,670.645531,209.04355,0.701,53.412,18090.6,14.14,196.0,0.35,642.7,5520.0,4.466,0.983,0
0,1,0,0,61.2563628,173.83826,1.248,7.633,5123.3,39.87,505.0,15.43,85.3,6144.0,4.402,1.091,0
0,0,0,0,38.3775486,172.82048,0.468,5.588,724.2,2.82,529.0,18.53,34.7,5481.0,4.369,1.036,1
0,1,0,0,7.442652004,169.9717797,0.137,2.3078,24446.2,15.03,967.0,206.78,835.6,6108.0,4.469,0.956,0
0,0,0,0,16.38489988,172.72782,0.001,3.0249,1127.1,2.0,433.0,8.35,28.9,4126.0,4.661,0.615,1
0,0,0,0,7.8774163,176.3759,0.041,2.0805,1306.1,2.16,553.0,22.18,38.7,4126.0,4.661,0.615,1
0,0,0,0,36.4454001,151.60125,0.028,4.007,1122.3,1.99,332.0,2.88,21.7,4126.0,4.661,0.615,1
0,0,0,0,3.728732147,171.793255,0.558,2.683,5226.5,6.02,1023.0,258.34,345.2,5497.0,4.577,0.809,1
0,0,0,0,40.4195037,173.56469,0.911,3.362,6256.0,7.51,467.0,11.29,36.9,5446.0,4.507,0.781,1
0,0,0,0,2.243380573,170.679233,0.915,1.1196,821.7,1.99,822.0,107.6,38.9,4149.0,4.698,0.564,1
0,1,0,0,10.405998015,177.197466,0.324,6.5036,14488.8,11.23,833.0,113.94,745.2,5746.0,4.393,0.924,0
0,0,0,0,2.337437946,171.761982,0.28,1.9982,971.2,2.34,1070.0,311.16,82.4,5005.0,4.595,0.765,1
0,0,0,0,7.2406612,137.75545,1.198,0.558,556.4,19.45,734.0,68.63,13.7,5005.0,4.595,0.765,1
0,0,0,0,11.59822233,180.395376,0.679,2.5237,2804.5,2.65,396.0,5.82,71.0,3688.0,4.79,0.473,1
0,0,0,0,6.575315881,173.634044,0.39,4.3084,2793.3,5.31,1015.0,251.38,221.1,5992.0,4.415,0.989,1
0,0,0,0,7.275040844,169.994217,0.547,7.5377,3001.0,4.86,833.0,113.64,312.1,5485.0,4.556,0.867,1
0,0,0,0,19.27153892,186.77093,0.031,2.7594,1219.8,1.93,393.0,5.66,37.1,4077.0,4.702,0.56,1
0,0,0,0,10.06524317,136.28906,0.628,1.369,1053.3,1.91,488.0,13.43,30.3,4077.0,4.702,0.56,1
0,0,0,0,12.3935651,178.74725,0.883,3.8896,916.6,2.66,677.0,49.68,35.8,5557.0,4.603,0.75,1
0,0,0,0,3.689920099,170.36571,0.151,2.6557,426.7,1.89,1147.0,408.99,35.6,5880.0,4.518,0.917,1
0,0,0,0,4.431238488,171.015,0.405,3.15,1010.9,3.25,1104.0,351.23,71.1,5714.0,4.428,1.015,1
0,0,0,0,11.37936986,133.84992,0.911,2.6255,1023.5,3.95,806.0,99.68,37.9,5714.0,4.428,1.015,1
0,0,0,0,0.589376952,131.8694,0.491,1.71,80.7,0.93,2162.0,5161.1,11.4,5714.0,4.428,1.015,1
0,0,0,0,26.39432897,176.05459,0.602,3.573,1510.9,3.07,489.0,13.49,48.2,5129.0,4.595,0.763,1
0,0,0,0,8.47237911,174.16212,0.022,2.7245,1123.5,2.59,751.0,75.44,47.6,5354.0,4.587,0.788,1
0,0,0,0,60.4189369,181.16367,0.094,5.039,931.3,2.36,390.0,5.49,20.1,5354.0,4.587,0.788,1
0,0,0,0,12.611904345,180.892284,0.55,5.1497,6105.6,7.4,753.0,76.15,277.2,5795.0,4.508,0.919,1
0,1,0,0,1.433769925,170.403536,1.268,1.8868,1976.3,46.58,1920.0,3209.29,112.6,6017.0,4.22,1.339,0
0,1,1,0,10.31872301,173.31543,1.215,3.836,871.7,28.59,876.0,139.26,38.2,5927.0,4.409,1.06,0
0,0,0,0,2.539183147,169.67494,0.238,2.4282,382.1,2.06,1332.0,743.09,38.9,5519.0,4.35,1.062,1
0,0,0,0,6.770300385,170.57662,0.838,2.0844,1304.0,2.77,812.0,102.87,50.8,5653.0,4.656,0.679,1
0,1,1,1,0.444291966,169.865406,1.258,2.0792,10967.4,27.51,1836.0,2706.26,299.7,5255.0,4.678,0.636,0
0,0,0,0,10.181584004,177.141891,0.92,3.5089,5741.1,7.73,812.0,102.91,183.6,5988.0,4.541,0.836,1
0,1,1,0,3.341913228,171.63943,1.213,3.813,725.3,21.55,1032.0,268.67,39.0,5295.0,4.551,0.811,0
0,0,0,0,1.626630225,169.820171,1.26,2.1145,1620.6,32.43,1547.0,1355.88,103.6,5735.0,4.41,0.973,1
0,0,0,0,2.711504086,170.03417,0.023,3.0099,837.5,3.12,1420.0,960.79,64.5,6214.0,4.442,1.076,1
0,0,0,0,7.21203748,172.81782,0.012,4.0491,950.4,3.32,1025.0,260.58,51.5,6214.0,4.442,1.076,1
0,0,0,0,1.625522174,170.8266564,0.076,2.38963,7969.0,9.73,1579.0,1467.41,799.7,5539.0,4.322,1.106,1
0,0,0,0,19.620346923,181.881819,0.458,2.0038,21724.6,13.6,643.0,40.39,340.5,5710.0,4.492,0.905,1
1,0,1,0,7.544039,171.7982,1.175,6.222,322.6,17.47,838.0,116.46,14.2,5657.0,4.567,0.824,0
0,0,0,0,9.02930689,177.20422,0.024,3.1449,1019.8,2.57,757.0,77.75,53.9,5349.0,4.526,0.82,1
0,1,0,0,10.328035714,174.581054,0.281,7.7915,16917.7,13.28,843.0,119.31,636.8,5627.0,4.359,1.024,0
0,0,0,0,143.2063047,154.23552,0.379,8.9302,10565.7,8.9,308.0,2.14,138.8,5485.0,4.556,0.867,1
0,0,0,0,60.32494216,243.892578,0.224,6.6188,20280.4,12.19,411.0,6.77,347.2,5485.0,4.556,0.867,1
0,0,1,1,1.540397253,170.50479,1.225,2.1541,816.1,25.69,1470.0,1105.68,38.8,5663.0,4.53,0.915,0
0,0,1,1,2.99025443,171.9834,0.014,5.414,589.2,1.7,918.0,168.45,48.5,4667.0,4.578,0.731,0
0,0,0,0,1.594745374,170.6483505,0.514,1.9604,15044.5,11.3,1539.0,1329.42,1009.3,5934.0,4.491,0.893,1
0,0,0,0,4.783002698,170.508434,0.003,2.335,1008.7,2.5,886.0,145.48,70.6,5170.0,4.574,0.807,1
0,0,0,0,20.50588921,181.43428,0.26,4.0595,2105.5,3.41,518.0,17.06,78.5,4905.0,4.544,0.761,1
0,0,0,0,3.340218842,171.979062,0.466,1.9104,1632.6,2.03,656.0,43.73,71.6,3950.0,4.754,0.493,1
0,0,0,0,20.06036336,147.46554,0.556,3.3203,1494.7,1.96,361.0,4.0,35.2,3950.0,4.754,0.493,1
0,0,0,0,46.1842039,165.23729,0.013,4.758,1394.7,1.83,273.0,1.32,26.0,3950.0,4.754,0.493,1
0,0,0,0,7.82502168,136.54995,0.708,2.186,520.8,1.2,494.0,14.05,15.9,3950.0,4.754,0.493,1
0,0,0,0,3.895936525,170.527552,0.524,2.3111,8544.8,7.34,1005.0,241.62,370.8,5557.0,4.592,0.774,1
0,0,0,0,22.36646466,175.45862,0.4,5.228,986.8,2.32,536.0,19.45,32.1,5395.0,4.615,0.734,1
0,0,0,0,34.84398644,172.633252,0.934,2.9315,4523.6,7.61,511.0,16.1,76.8,5509.0,4.482,0.871,1
0,0,0,0,7.748094239,174.997206,0.517,3.5957,2472.1,5.52,964.0,204.39,113.2,5973.0,4.439,1.085,1
0,0,0,0,23.96793669,186.22182,0.416,3.827,1182.3,1.8,329.0,2.77,27.5,3747.0,4.728,0.524,1
0,0,0,0,8.29561738,135.79284,0.888,1.3421,824.3,1.82,469.0,11.39,17.9,3747.0,4.728,0.524,1
0,0,0,0,8.11437482,176.33968,0.573,2.2736,1558.0,2.1,460.0,10.55,56.4,3692.0,4.753,0.517,1
0,1,0,0,38.036729482,196.934947,0.501,4.34617,82871.6,27.5,500.0,14.81,1300.0,5575.0,4.521,0.932,0
0,1,0,0,4.64090031,173.64638,1.28,35.512,2450.6,30.09,1155.0,421.08,296.9,6463.0,4.5,0.826,0
0,0,0,0,21.81295996,174.01085,0.053,4.3791,1175.4,3.38,639.0,39.33,37.8,5601.0,4.41,0.999,1
0,1,0,0,7.91936937,172.181092,0.733,3.3148,15148.1,10.34,814.0,104.0,389.0,5690.0,4.588,0.776,0
0,0,0,0,15.37562369,173.61402,0.692,3.3169,15337.0,11.01,600.0,30.54,166.0,4986.0,4.496,0.833,1
0,0,0,0,8.10363271,176.9486,0.047,3.161,887.9,2.11,687.0,52.82,39.3,4861.0,4.574,0.732,1
0,0,0,0,4.71510843,134.96178,0.258,2.506,417.5,1.46,823.0,108.84,21.3,4861.0,4.574,0.732,1
0,0,0,0,6.365839713,171.13575,0.524,2.9721,780.7,2.44,914.0,165.33,70.8,5776.0,4.554,0.849,1
0,0,1,0,5.97581754,174.77602,0.941,3.065,962.4,3.86,1047.0,284.25,50.3,6108.0,4.471,0.997,0
0,1,1,0,2.507089906,171.002455,1.255,2.0067,1339.2,30.26,1326.0,730.47,64.9,5926.0,4.506,0.939,0
0,0,0,0,18.64932728,174.771,0.08,4.4056,893.6,3.12,701.0,57.13,46.1,5775.0,4.405,1.053,1
0,0,0,0,9.75192101,138.78608,0.949,4.793,418.0,2.76,870.0,135.66,28.5,5775.0,4.405,1.053,1
0,0,0,0,38.5576546,163.85063,0.911,5.794,993.0,4.02,550.0,21.71,39.7,5775.0,4.405,1.053,1
0,0,0,0,3.525632539,170.0479951,0.12,2.59959,22335.0,11.58,975.0,213.12,1996.7,5150.0,4.572,0.793,1
0,1,0,0,3.9043425,173.393734,0.709,3.831,16228.4,12.28,1104.0,351.05,323.4,5810.0,4.526,0.898,0
0,1,0,0,9.286358079,171.8214689,0.377,3.49949,44791.4,17.61,796.0,95.03,1671.1,5670.0,4.523,0.821,0
0,1,0,0,3.951405455,173.276125,1.276,2.1862,2453.9,31.44,1133.0,388.71,117.2,6046.0,4.539,0.869,0
0,0,0,0,23.65369415,171.376107,0.008,8.2183,3341.8,7.89,731.0,67.65,266.3,5739.0,4.191,1.384,1
0,0,0,0,13.23352214,140.32196,0.014,6.7372,504.6,3.06,888.0,146.67,49.1,5739.0,4.191,1.384,1
0,0,0,0,6.15560285,134.81656,0.235,4.9843,285.0,2.32,1146.0,406.94,35.1,5739.0,4.191,1.384,1
0,0,0,0,2.090811305,134.17462,0.746,3.388,115.9,1.62,1642.0,1718.04,19.9,5739.0,4.191,1.384,1
0,0,0,0,50.4467417,178.5014,0.379,7.159,370.3,2.67,568.0,24.64,19.4,5739.0,4.191,1.384,1
0,0,0,0,11.76307164,180.93613,0.048,2.9076,1037.3,2.35,616.0,33.99,48.9,4959.0,4.603,0.756,1
0,0,0,0,56.2279271,132.29259,0.7,3.57,862.7,2.37,366.0,4.22,20.9,4959.0,4.603,0.756,1
0,1,1,1,2.384052875,171.58362,1.178,3.0918,1268.1,17.06,1010.0,244.87,50.5,4794.0,4.58,0.701,0
0,0,0,0,7.953547,174.66224,0.3,2.6312,875.4,2.25,696.0,55.37,38.4,4768.0,4.536,0.779,1
0,0,0,0,4.14451656,135.92831,0.004,2.3421,391.8,1.48,864.0,132.08,22.8,4768.0,4.536,0.779,1
0,1,0,0,4.859386384,173.011469,1.259,2.2757,6044.3,38.33,1114.0,364.23,269.7,6072.0,4.47,0.988,0
0,0,1,1,2.446737317,170.66951,1.241,4.7211,1177.9,26.25,1261.0,597.19,110.2,5764.0,4.548,0.863,0
0,0,0,0,3.04033046,169.9490106,0.736,1.8411,10858.8,8.99,1021.0,257.29,568.2,5035.0,4.519,0.791,1
0,0,0,0,15.33528675,174.00278,0.773,3.897,3081.4,5.0,610.0,32.67,86.6,5251.0,4.581,0.817,1
0,0,0,0,31.33046135,153.43031,0.798,5.176,5073.8,6.5,481.0,12.61,117.2,5251.0,4.581,0.817,1
0,0,0,0,6.54626149,133.85964,0.644,2.75,655.9,2.19,810.0,101.78,24.8,5251.0,4.581,0.817,1
1,0,0,0,269.306232,285.6272,1.219,14.931,1708.0,24.0,235.0,0.72,18.1,5251.0,4.581,0.817,0
1,0,0,0,499.47338,455.5672,0.793,12.248,1662.0,3.71,191.0,0.31,15.7,5251.0,4.581,0.817,0
0,0,0,0,12.71809866,175.35526,0.427,3.0957,1149.4,2.31,562.0,23.6,52.7,4702.0,4.592,0.686,1
0,0,0,0,36.06588163,198.58423,0.26,4.3246,1563.8,2.64,397.0,5.88,51.7,4702.0,4.592,0.686,1
0,0,0,0,4.190425659,171.44122,0.458,2.8589,2877.4,6.21,1234.0,547.9,240.6,6073.0,4.392,1.135,1
0,0,0,0,3.709870784,171.987982,0.023,3.0694,2020.3,4.35,1151.0,415.1,116.1,5727.0,4.463,0.978,1
0,0,0,0,16.3297527,177.29506,0.791,6.271,1187.5,3.75,727.0,66.08,74.6,5878.0,4.444,0.987,1
0,0,0,0,27.807566216,186.713552,0.782,4.21587,25391.1,13.84,554.0,22.24,748.1,5862.0,4.584,0.785,1
